id,title,section_number,hierarchy,hyperlink,text
CLC-218,DIVISION IX-Group Termination of Employment: Notice of membership,218,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342916,"Section 218 On completion of the appointment of the members of a joint planning committee, the employer shall post the names of those members in a conspicuous place within the industrial establishment in which the redundant employees are employed. 1980-81-82-83, c. 89, s. 32 Marginal note: Procedure"
CLC-219,DIVISION IX-Group Termination of Employment: Procedure,219,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342920,"Section 219 (1) Subject to this Division, a joint planning committee may determine its own procedure. Marginal note: Co-chairpersons (2) The members of a joint planning committee shall elect from among themselves two co-chairpersons, one being a representative of the redundant employees selected by their representatives and the other being a representative of the employer selected by his representatives. Marginal note: Sittings (3) The co-chairpersons of a joint planning committee may, after consultation with the other members of the committee, fix the time and place of its sittings and shall notify the members of the time and place so fixed. Marginal note: Quorum (4) A majority of the members of a joint planning committee in office, at least half of which majority are representatives of the redundant employees, constitutes a quorum, but the members shall not proceed in the absence of any member of the committee at any sitting unless the absent member has been given reasonable notice of the sitting. Marginal note: Vacancy (5) Where any vacancy occurs in the membership of a joint planning committee before the committee has completed its work, the vacancy shall be filled forthwith in the manner provided in this Division for the selection of the person who vacated that membership. Marginal note: Idem (6) A vacancy in the membership of a joint planning committee does not invalidate the constitution of the committee or impair the right of the members of the committee in office to act, if the number of those members is not less than a quorum. Marginal note: Decision (7) A decision or other act or thing taken or done by a majority of the members of a joint planning committee present at a sitting of the committee, if the members present constitute a quorum, shall be deemed to have been taken or done by the committee. R.S., 1985, c. L-2, s. 219 1998, c. 26, s. 61(E) Marginal note: Wages"
CLC-220,DIVISION IX-Group Termination of Employment: Wages,220,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342937,"Section 220 A member of a joint planning committee is entitled to such time from work as is necessary to attend sittings of the committee or to carry out any other functions as such a member, and any time spent by the member in carrying out any functions as a member shall, for the purpose of calculating wages owing to the member, be deemed to have been spent at his work. 1980-81-82-83, c. 89, s. 32 Marginal note: Object of joint planning committee"
CLC-221,DIVISION IX-Group Termination of Employment: Object of joint planning committee,221,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342941,"Section 221 (1) It is the object of a joint planning committee to develop an adjustment program to (a) eliminate the necessity for the termination of employment; or (b) minimize the impact of the termination of employment on the redundant employees and to assist those employees in obtaining other employment. Marginal note: Scope of matters considered (2) In attaining its object under subsection (1), a joint planning committee may, unless the members of the committee agree otherwise, deal only with such matters as are normally the subject-matter of collective agreement in relation to the termination of employment. Marginal note: Reasonable effort (3) The members of a joint planning committee shall cooperate and make every reasonable effort to develop an adjustment program as expeditiously as possible. Marginal note: Cooperation with committee (4) The employer and any trade union or redundant employees who appointed the members of a joint planning committee shall cooperate with and assist the committee in developing an adjustment program. 1980-81-82-83, c. 89, s. 32 Marginal note: Supplying of information"
CLC-222,DIVISION IX-Group Termination of Employment: Supplying of information,222,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342954,"Section 222 (1) The employer and any trade union or redundant employees who appointed the members of a joint planning committee shall, on request of any member of the committee, forthwith provide the committee with such personal information relating to any redundant employee as the committee may reasonably require for its work. Marginal note: Head (2) The Head may (a) monitor and, on request, assist in the establishment and operation of a joint planning committee; and (b) attend any sittings of a joint planning committee as an observer. R.S., 1985, c. L-2, s. 222 2018, c. 27, s. 578 Previous Version Marginal note: Application to Minister for arbitrator"
CLC-223,DIVISION IX-Group Termination of Employment: Application to Minister for arbitrator,223,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342963,"Section 223 (1) Where all members of a joint planning committee who are representatives of the redundant employees agree to do so or where all members of a joint planning committee who are representatives of the employer agree to do so, those members may, after six weeks from the date of the notice to the Minister under section 212, apply jointly to the Minister for the appointment of an arbitrator if (a) the committee has not then completed developing an adjustment program; or (b) the committee has completed developing an adjustment program, but those members are not satisfied with the program or any part of the program. Marginal note: Form and contents of application (2) An application under subsection (1) shall be in writing and signed by the members making the application and shall set out the matters, if any, in dispute respecting the adjustment program. 1980-81-82-83, c. 89, s. 32 Marginal note: Appointment of arbitrator"
CLC-224,DIVISION IX-Group Termination of Employment: Appointment of arbitrator,224,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#342972,"Section 224 (1) The Minister may, on application under subsection 223(1), appoint an arbitrator to assist the joint planning committee in the development of an adjustment program and to resolve any matters in dispute respecting the adjustment program. Marginal note: The Minister shall notify and send a statement of matters in dispute (2) Where an arbitrator is appointed under subsection (1), the Minister shall forthwith (a) notify, in writing, the joint planning committee of the decision to appoint an arbitrator and of the name of the arbitrator; and (b) if the application under subsection 223(1) sets out matters in dispute respecting an adjustment program, send to the arbitrator and to the joint planning committee a statement setting out any matters in dispute respecting the adjustment program that the arbitrator is to resolve. Marginal note: Restriction on matters included in statement (3) A statement referred to in subsection (2) shall be restricted to such of those matters set out in the application under subsection 223(1) as the Minister deems appropriate and as are normally the subject-matter of collective agreement in relation to termination of employment. Marginal note: Duty of arbitrator (4) An arbitrator shall assist the joint planning committee in the development of an adjustment program and the arbitrator, if sent a statement pursuant to subsection (2), shall, within four weeks after receiving the statement or such longer period as the Minister may specify, (a) consider the matters set out in the statement; (b) render a decision thereon; and (c) send a copy of the decision with the reasons therefor to the joint planning committee and to the Minister. Marginal note: Restriction (5) An arbitrator may not (a) review the decision of the employer to terminate the employment of the redundant employees; or (b) delay the termination of employment of the redundant employees. Marginal note: Powers of arbitrator (6) In relation to any proceeding before an arbitrator under this section, the arbitrator may (a) determine the procedure to be followed; (b) administer oaths and solemn affirmations; (c) receive and accept such evidence and information on oath, affidavit or otherwise as the arbitrator sees fit, whether or not the evidence is admissible in a court of law; (d) make such examination of documents containing personal information relating to any redundant employee and such inquiries relating to any redundant employee as the arbitrator deems necessary; (e) require an employer to post and keep posted in appropriate places any notice that the arbitrator considers necessary to bring to the attention of any redundant employees any matter relating to the proceeding; and (f) authorize any person to do anything described in paragraph (b) or (d) that the arbitrator may do and to report to the arbitrator thereon. 1980-81-82-83, c. 89, s. 32 Marginal note: Applicable provisions"
CLC-225,DIVISION IX-Group Termination of Employment: Applicable provisions,225,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343000,"Section 225 Sections 58 and 66 apply, with such modifications as the circumstances require, in respect of a decision of an arbitrator under section 224 as though it were a decision referred to in those sections. 1980-81-82-83, c. 89, s. 32 Marginal note: Implementation of adjustment program"
CLC-226,DIVISION IX-Group Termination of Employment: Implementation of adjustment program,226,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343004,"Section 226 On completion of the development of an adjustment program, the employer shall implement the program and the joint planning committee and any trade union or redundant employees who appointed the members of the committee shall cooperate with and assist the employer in implementing the program. 1980-81-82-83, c. 89, s. 32 Marginal note: Regulations"
CLC-227,DIVISION IX-Group Termination of Employment: Regulations,227,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343008,"Section 227 The Governor in Council may make regulations for carrying out the purposes and provisions of this Division and, without restricting the generality of the foregoing, may make regulations (a) exempting employers from the application of this Division in respect of the termination of employment of employees employed on a seasonal or irregular basis; (b) requiring employers employing employees in a particular occupational classification, in a particular industry or in an industrial establishment that is within an area or region described in the regulations, to comply with the provisions of this Division in respect of terminations of employment of groups of employees numbering less than fifty but greater than a number prescribed in the regulations; (c) prescribing information to be set out in a notice referred to in subsection 212(1); and (d) prescribing circumstances in which a lay-off of an employee shall not be deemed to be a termination of his employment by his employer. R.S., c. 17(2nd Supp.), s. 16 Marginal note: Waiver of application of Division"
CLC-228,DIVISION IX-Group Termination of Employment: Waiver of application of Division,228,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343016,"Section 228 On the submission of any person, the Minister may, by order and subject to any terms or conditions specified in the order, waive the application of this Division, or any provision thereof, in respect of any industrial establishment or of any class of employees therein specified in the order if it is shown to the satisfaction of the Minister that the application of this Division, or any provision thereof, as the case may be, in respect of any industrial establishment (a) would be or is unduly prejudicial to the interests of the employees therein or to any class of employees therein; (b) would be or is unduly prejudicial to the interests of the employer of those employees; (c) would be or is seriously detrimental to the operation of the industrial establishment; or (d) is not necessary, because measures for the assistance of redundant employees at that establishment that are substantially the same or to the same effect as the measures established by this Division or that provision, as the case may be, have been established by collective agreement or otherwise. R.S., c. 17(2nd Supp.), s. 16 1980-81-82-83, c. 89, s. 33 Marginal note: Application of sections 214 to 226"
CLC-229,DIVISION IX-Group Termination of Employment: Application of sections 214 to 226,229,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343024,"Section 229 (1) Sections 214 to 226 do not apply in respect of any redundant employees who are represented by a trade union if the trade union and the employer are bound by a collective agreement containing (a) provisions that (i) specify procedures by which any matters relating to the termination of employment in the industrial establishment at which those employees are employed may be negotiated and finally settled, or (ii) are intended to minimize the impact of termination of employment on the employees represented by the trade union and to assist those employees in obtaining other employment; and (b) provisions that specify that those sections do not apply in respect of the employees represented by the trade union. Marginal note: Idem (2) Sections 214 to 226 do not apply in respect of any redundant employees who are represented by a trade union if the termination of the employment of those employees is the result of technological change as defined in subsection 51(1) and sections 52, 54 and 55 apply or would, but for subsection 51(2), apply to the trade union and the employer. 1980-81-82-83, c. 89, s. 33"
CLC-229.1,DIVISION X-Individual Terminations of Employment: Application,229.1,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#1441154,"Section 229.1 This Division does not apply to an employee whose termination of employment is by way of dismissal for just cause. 2018, c. 27, s. 483 Marginal note: Employer’s duty"
CLC-230,DIVISION X-Individual Terminations of Employment: Employer’s duty,230,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343036,"Section 230 (1) An employer who terminates the employment of an employee must give the employee (a) notice in writing of the employer’s intention to terminate their employment on a date specified in the notice, at least the applicable number of weeks set out in subsection (1.1) before that date; (b) wages in lieu of notice, at their regular rate of wages for their regular hours of work, for at least the applicable number of weeks set out in subsection (1.1); or (c) any combination of notice and amounts of wages in lieu of notice so that the total of the number of weeks of notice in writing and the number of weeks for which wages are paid in lieu of notice is equivalent to at least the applicable number of weeks set out in subsection (1.1). Marginal note: Clarification (1.01) The employer’s obligation to give and the employee’s right to receive notice or wages in lieu of notice under subsection (1) apply whether or not the employee has a right to avail themselves of any procedure for redress under this Part, including under subsection 240(1), with respect to the termination of their employment. Marginal note: Notice period (1.1) The applicable number of weeks for the purposes of subsections (1) and (2) is (a) two weeks, if the employee has completed at least three consecutive months of continuous employment with the employer; (b) three weeks, if the employee has completed at least three consecutive years of continuous employment with the employer; (c) four weeks, if the employee has completed at least four consecutive years of continuous employment with the employer; (d) five weeks, if the employee has completed at least five consecutive years of continuous employment with the employer; (e) six weeks, if the employee has completed at least six consecutive years of continuous employment with the employer; (f) seven weeks, if the employee has completed at least seven consecutive years of continuous employment with the employer; and (g) eight weeks, if the employee has completed at least eight consecutive years of continuous employment with the employer. Marginal note: Notice to trade union (2) If an employer is bound by a collective agreement that contains a provision authorizing an employee whose position becomes redundant to displace another employee on the basis of seniority, and the position of an employee who is so authorized becomes redundant, the employer must give at least the applicable number of weeks’ notice set out in subsection (1.1) in writing to the trade union that is a party to the collective agreement and to the employee that the employee’s position has become redundant. Marginal note: Rights of displaced employee (2.1) For greater certainty, any employee who is displaced and whose employment is terminated is entitled to and shall be given notice or wages in lieu of notice under subsection (1). Marginal note: Statement of benefits (2.2) An employer must give any employee whose employment is terminated a statement in writing that sets out their vacation benefits, wages, severance pay and any other benefits and pay arising from their employment with the employer as at the date of the statement. The statement must be given to the employee (a) in the case of an employee who receives notice under paragraph (1)(a), as soon as possible, but not later than two weeks before the date of the termination of their employment; (b) in the case of an employee who receives wages in lieu of notice under paragraph (1)(b), not later than the date of the termination of their employment; and (c) in the case of an employee who receives a combination of notice and wages in lieu of notice under paragraph (1)(c), as soon as possible, but not later than two weeks before the date of the termination of their employment unless the period of notice is shorter, in which case, the day on which notice is given to the employee of the date of the termination of their employment. Marginal note: Where employer deemed to terminate employment (3) Except where otherwise prescribed by regulation, an employer shall, for the purposes of this Division, be deemed to have terminated the employment of an employee when the employer lays off that employee. R.S., 1985, c. L-2, s. 230 2018, c. 27, s. 485 2024, c. 17, s. 249 Previous Version Marginal note: Conditions of employment"
CLC-231,DIVISION X-Individual Terminations of Employment: Conditions of employment,231,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343049,"Section 231 Where notice is given by an employer pursuant to subsection 230(1), the employer (a) shall not thereafter reduce the rate of wages or alter any other term or condition of employment of the employee to whom the notice was given except with the written consent of the employee; and (b) shall, between the time when the notice is given and the date specified therein, pay to the employee his regular rate of wages for his regular hours of work. R.S., c. 17(2nd Supp.), s. 16 Marginal note: Expiration of notice"
CLC-232,DIVISION X-Individual Terminations of Employment: Expiration of notice,232,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343055,"Section 232 Where an employee to whom notice is given by his employer pursuant to subsection 230(1) continues to be employed by the employer for more than two weeks after the date specified in the notice, his employment shall not, except with the written consent of the employee, be terminated except by way of dismissal for just cause unless the employer again complies with subsection 230(1) in respect of the employee. R.S., c. 17(2nd Supp.), s. 16 Marginal note: Regulations"
CLC-233,DIVISION X-Individual Terminations of Employment: Regulations,233,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343059,"Section 233 The Governor in Council may make regulations (a) prescribing circumstances in which a lay-off of an employee shall not be deemed to be a termination of his employment by his employer; and (b) [Repealed, R.S., 1985, c. 9 (1st Supp.), s. 11] (c) defining for the purposes of this Division the absences from employment that shall be deemed not to have interrupted continuity of employment and the expression “regular hours of work”. R.S., 1985, c. L-2, s. 233 R.S., 1985, c. 9 (1st Supp.), s. 11 Marginal note: Application of section 189"
CLC-234,DIVISION X-Individual Terminations of Employment: Application of section 189,234,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343066,"Section 234 Section 189 applies for the purposes of this Division. R.S., c. 17(2nd Supp.), s. 16"
CLC-235,DIVISION XI-Severance Pay: Minimum rate,235,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343071,"Section 235 (1) An employer who terminates the employment of an employee who has completed twelve consecutive months of continuous employment by the employer shall, except where the termination is by way of dismissal for just cause, pay to the employee the greater of (a) two days wages at the employee’s regular rate of wages for his regular hours of work in respect of each completed year of employment that is within the term of the employee’s continuous employment by the employer, and (b) five days wages at the employee’s regular rate of wages for his regular hours of work. Marginal note: Clarification (1.1) The employer’s obligation to pay and the employee’s right to receive the amount under subsection (1) apply whether or not the employee has a right to avail themselves of any procedure for redress under this Part, including under subsection 240(1), with respect to the termination of their employment. Marginal note: Circumstances deemed to be termination and deemed not to be termination (2) For the purposes of this Division, (a) except where otherwise provided by regulation, an employer shall be deemed to have terminated the employment of an employee when the employer lays off that employee. (b) [Repealed, 2011, c. 24, s. 167] R.S., 1985, c. L-2, s. 235 R.S., 1985, c. 32 (2nd Supp.), s. 41 2011, c. 24, s. 167 2024, c. 17, s. 250 Previous Version Marginal note: Regulations"
CLC-236,DIVISION XI-Severance Pay: Regulations,236,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343082,"Section 236 The Governor in Council may make regulations for the purposes of this Division (a) prescribing circumstances in which a lay-off of an employee shall not be deemed to be a termination of the employee’s employment by his employer; (b) [Repealed, R.S., 1985, c. 9 (1st Supp.), s. 12] (c) establishing methods for determining whether severance benefits provided to an employee under a plan established by an employer are equivalent to any benefits required to be paid to the employee under this Division; and (d) defining the absences from employment that shall be deemed not to have interrupted continuity of employment and the expression “regular hours of work”. R.S., 1985, c. L-2, s. 236 R.S., 1985, c. 9 (1st Supp.), s. 12 Marginal note: Application of section 189"
CLC-237,DIVISION XI-Severance Pay: Application of section 189,237,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343090,"Section 237 Section 189 applies for the purposes of this Division. R.S., c. 17(2nd Supp.), s. 16"
CLC-238,DIVISION XII-Garnishment: Prohibition,238,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343095,"Section 238 No employer shall dismiss, suspend, lay off, demote or discipline an employee on the ground that garnishment proceedings may be or have been taken with respect to the employee. R.S., 1985, c. L-2, s. 238 R.S., 1985, c. 9 (1st Supp.), s. 13"
CLC-238.1,DIVISION XII.1-Reimbursement of Work-related Expenses: Entitlement | Regulations,238.1,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#1418617,"Section 238.1 (1) Subject to subsection (2), an employee is entitled to and the employer shall provide reimbursement of reasonable work-related expenses. Marginal note: Exception (2) An employee is not entitled to be reimbursed for (a) an expense that is ineligible under any regulation made under this Division; (b) in the case of an employee who is subject to a collective agreement, an expense that the employee is required to pay in accordance with the collective agreement or any other written agreement between the trade union and the employer; or (c) in the case of an employee who is not subject to a collective agreement, an expense that the employee is required to pay in accordance with any written agreement between themselves and the employer. Marginal note: Payment (3) The employer shall pay the employee any amount that is payable under this section (a) in the case of an employee who is subject to a collective agreement, within the time limit set out under the collective agreement or any other written agreement between the trade union and the employer; (b) in the case of an employee who is not subject to a collective agreement, within the time limit set out under a written agreement between themselves and the employer; and (c) in any other case, within the time limit prescribed by regulation. 2018, c. 27, s. 486 Marginal note: Regulations Section 238.2 The Governor in Council may make regulations for the purposes of this Division including regulations prescribing factors to consider in determining if an expense is or is not work-related and prescribing factors to consider in determining if an expense is or is not reasonable. 2018, c. 27, s. 486"
CLC-239,DIVISION XIII-Medical Leave: Entitlement to leave,239,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#1201152,"Section 239 (1) Every employee is entitled to and shall be granted a medical leave of absence from employment of up to 27 weeks as a result of (a) personal illness or injury; (b) organ or tissue donation; (c) medical appointments during working hours; or (d) quarantine. (1.1) [Repealed, 2021, c. 23, s. 344] Marginal note: Leave with pay (1.2) Subject to subsection (1.21) and the regulations, an employee earns, as of the first day on which this subsection applies to the employee, (a) after completing 30 days of continuous employment with an employer, three days of medical leave of absence with pay; and (b) following the period of 30 days referred to in paragraph (a), at the beginning of each month after completing one month of continuous employment with the employer, one day of medical leave of absence with pay. Marginal note: Maximum of 10 days (1.21) Subject to the regulations, an employee is entitled to earn up to 10 days of medical leave of absence with pay in a calendar year. Marginal note: Rate of wages (1.3) Each day of medical leave of absence with pay that an employee takes must be paid at their regular rate of wages for their normal hours of work, and that pay is for all purposes considered to be wages. Marginal note: Annual carry forward (1.4) Subject to the regulations, each day of medical leave of absence with pay that an employee does not take in a calendar year is to be carried forward to January 1 of the following calendar year and decreases, by one, the maximum number of days that can be earned in that calendar year under subsection (1.21). Marginal note: Division of leave with pay (1.5) The medical leave of absence with pay may be taken in one or more periods. The employer may require that each period of leave be of not less than one day’s duration. Marginal note: Certificate (2) The employer may, in writing and no later than 15 days after the return to work of an employee who has taken a medical leave of absence of at least five consecutive days, require the employee to provide a certificate issued by a health care practitioner certifying that the employee was incapable of working for the period of their medical leave of absence. Marginal note: Notice to employer (3) If an employee intends to take a medical leave of absence, they must give written notice to the employer of the day on which the leave is to begin and the expected duration of the leave at least four weeks before that day, unless there is a valid reason why that notice cannot be given, in which case the employee must provide the employer with written notice as soon as possible. Marginal note: Change — in length of leave (4) An employee must provide the employer with written notice of any change in the length of their medical leave of absence as soon as possible. Marginal note: Employment opportunities (5) An employee is entitled, on written request, to be informed in writing of every employment, promotion or training opportunity that arises during the period when the employee is on a medical leave of absence under this Division and for which the employee is qualified, and on receiving that request, the employer must provide the information to the employee. Marginal note: Prohibition (6) Subject to subsection (7), an employer is prohibited from dismissing, suspending, laying off, demoting or disciplining an employee because the employee intends to take or has taken a medical leave of absence or taking such an intention or absence into account in any decision to promote or train the employee. Marginal note: Exception (7) An employer may assign to a different position, with different terms and conditions of employment, any employee who, after a medical leave of absence, is unable to perform the work performed by the employee prior to the absence. Marginal note: Benefits continue (8) The pension, health and disability benefits and the seniority of an employee who is absent from work due to medical leave under this Division accumulate during the entire period of the medical leave of absence. Marginal note: Contributions by employee (9) If contributions are required from an employee in order for the employee to be entitled to a benefit referred to in subsection (8), the employee is responsible for and must, within a reasonable time, pay those contributions for the period of any medical leave of absence unless, at the commencement of the absence or within a reasonable time after, the employee notifies the employer of the employee’s intention to discontinue contributions during that period. Marginal note: Contributions by employer (10) An employer who pays contributions in respect of a benefit referred to in subsection (8) must continue to pay those contributions during an employee’s medical leave of absence in at least the same proportion as if the employee were not absent, unless the employee does not pay the employee’s contributions, if any, within a reasonable time. Marginal note: Failure to pay contributions (11) For the purposes of calculating the pension, health and disability benefits of an employee in respect of whom contributions have not been paid as required by subsections (9) and (10), the benefits do not accumulate during the medical leave of absence and employment on the employee’s return to work is deemed to be continuous with employment before the employee’s absence. Marginal note: Deemed continuous employment (12) For the purposes of calculating benefits, other than benefits referred to in subsection (8), of an employee who is absent from work due to medical leave under this Division, employment on the employee’s return to work shall be deemed to be continuous with employment before the employee’s absence. Marginal note: Regulations (13) The Governor in Council may make regulations (a) defining terms for the purposes of this Division, including “regular rate of wages” and “normal hours of work”; (b) modifying subsection (1.2), (1.21) or (1.4) if, in the opinion of the Governor in Council, employees or classes of employees will, despite the modification, earn periods of medical leave of absence with pay that are substantially equivalent to the period provided for in subsection (1.21); and (c) providing for employees or classes of employees to earn periods of medical leave of absence with pay other than in accordance with subsection (1.2) if, in the opinion of the Governor in Council, the periods of medical leave of absence with pay are substantially equivalent to the period provided for in subsection (1.21). Marginal note: Application of section 189 (14) Section 189 applies for the purposes of this Division. R.S., 1985, c. L-2, s. 239 R.S., 1985, c. 9 (1st Supp.), s. 14, c. 43 (3rd Supp.), s. 2 1993, c. 42, s. 32 2001, c. 34, s. 22(F) 2012, c. 27, s. 11 2018, c. 27, s. 487 2020, c. 5, s. 41 2021, c. 23, s. 344 2021, c. 27, s. 7 2022, c. 10, s. 423"
CLC-239.01,DIVISION XIII-Medical Leave: Entitlement to leave,239.01,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#1345082,"Section 239.01 [Repealed, 2021, c. 26, s. 24]"
CLC-239.1,DIVISION XIII.1-Work-related Illness and Injury: Prohibition,239.1,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343126,"Section 239.1 (1) Subject to subsection (4) and to the regulations made under this Division, no employer shall dismiss, suspend, lay off, demote or discipline an employee because of absence from work due to work-related illness or injury. Marginal note: Employer’s obligation (2) Every employer shall subscribe to a plan that provides an employee who is absent from work due to work-related illness or injury with wage replacement, payable at an equivalent rate to that provided for under the applicable workers’ compensation legislation in the employee’s province of permanent residence. Marginal note: Return to work (3) Subject to the regulations, the employer shall, where reasonably practicable, return an employee to work after the employee’s absence due to work-related illness or injury. Marginal note: Exception (4) An employer may assign to a different position, with different terms and conditions of employment, any employee who, after an absence due to work-related illness or injury, is unable to perform the work performed by the employee prior to the absence. Marginal note: Benefits continue (5) The pension, health and disability benefits and the seniority of an employee who is absent from work due to work-related illness or injury shall accumulate during the entire period of the absence. Marginal note: Contributions by employee (6) Where contributions are required from an employee in order for the employee to be entitled to a benefit referred to in subsection (5), the employee is responsible for and must, within a reasonable time, pay those contributions for the period of any absence due to work-related illness or injury unless, at the beginning of the absence or within a reasonable time thereafter, the employee notifies the employer of the employee’s intention to discontinue contributions during that period. Marginal note: Contributions by employer (7) An employer who pays contributions in respect of a benefit referred to in subsection (5) shall continue to pay those contributions during an employee’s absence due to work-related illness or injury in at least the same proportion as if the employee were not absent, unless the employee does not pay the employee’s contributions, if any, within a reasonable time. Marginal note: Failure to pay contributions (8) For the purposes of calculating the pension, health and disability benefits of an employee in respect of whom contributions have not been paid as required by subsections (6) and (7), the benefits shall not accumulate during the absence, and employment on the employee’s return to work shall be deemed to be continuous with employment before the employee’s absence. Marginal note: Deemed continuous employment (9) For the purposes of calculating benefits, other than benefits referred to in subsection (5), of an employee who is absent from work due to work-related illness or injury, employment on the employee’s return to work shall be deemed to be continuous with employment before the employee’s absence. Marginal note: Regulations (10) The Governor in Council may make regulations for carrying out the purposes of this Division and, without restricting the generality of the foregoing, may make regulations (a) for determining the duration of the employer’s obligation under subsection (3); (b) providing terms and conditions applicable to the employer under subsections (1) and (3) in the event of any termination of employment, lay-off or discontinuance of a function in an industrial establishment; and (c) providing for any other terms and conditions respecting the application of subsection (3). Marginal note: Application of section 189 (11) Section 189 applies for the purposes of this Division. 1993, c. 42, s. 33 2001, c. 34, s. 23(F)"
CLC-239.2,DIVISION XIII.2-Long-term Disability Plans: Employer’s obligation | Regulations,239.2,"Canada Labour Code / PART III-Standard Hours, Wages, Vacations and Holidays",https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#343155,"Section 239.2 (1) Every employer that provides benefits to its employees under a long-term disability plan must insure the plan with an entity that is licensed to provide insurance under the laws of a province. Marginal note: Exception (2) However, an employer may provide those benefits under a long-term disability plan that is not insured, in the circumstances and subject to the conditions provided for in the regulations. 2012, c. 19, s. 434 Marginal note: Regulations Section 239.3 The Governor in Council may make regulations respecting long-term disability plans, including regulations (a) specifying what constitutes a long-term disability plan; and (b) specifying the circumstances and conditions referred to in subsection 239.2(2). 2012, c. 19, s. 434"
